5,2,3.5,1,Iris-versicolor
5.9,3,4.2,1.5,Iris-versicolor
6,2.2,4,1,Iris-versicolor
6.1,2.9,4.7,1.4,Iris-versicolor
5.6,2.9,3.6,1.3,Iris-versicolor
6.7,3.1,4.4,1.4,Iris-versicolor
5.6,3,4.5,1.5,Iris-versicolor
5.8,2.7,4.1,1,Iris-versicolor
6.2,2.2,4.5,1.5,Iris-versicolor
5.6,2.5,3.9,1.1,Iris-versicolor
5.9,3.2,4.8,1.8,Iris-versicolor
6.1,2.8,4,1.3,Iris-versicolor
6.3,2.5,4.9,1.5,Iris-versicolor
6.1,2.8,4.7,1.2,Iris-versicolor
6.4,2.9,4.3,1.3,Iris-versicolor
6.6,3,4.4,1.4,Iris-versicolor
6.8,2.8,4.8,1.4,Iris-versicolor
6.7,3,5,1.7,Iris-versicolor
6,2.9,4.5,1.5,Iris-versicolor
5.7,2.6,3.5,1,Iris-versicolor
5.5,2.4,3.8,1.1,Iris-versicolor
5.5,2.4,3.7,1,Iris-versicolor
5.8,2.7,3.9,1.2,Iris-versicolor
6,2.7,5.1,1.6,Iris-versicolor
5.4,3,4.5,1.5,Iris-versicolor
6,3.4,4.5,1.6,Iris-versicolor
6.7,3.1,4.7,1.5,Iris-versicolor
6.3,2.3,4.4,1.3,Iris-versicolor
5.6,3,4.1,1.3,Iris-versicolor
5.5,2.5,4,1.3,Iris-versicolor
5.5,2.6,4.4,1.2,Iris-versicolor
6.1,3,4.6,1.4,Iris-versicolor
5.8,2.6,4,1.2,Iris-versicolor
5,2.3,3.3,1,Iris-versicolor
5.6,2.7,4.2,1.3,Iris-versicolor
5.7,3,4.2,1.2,Iris-versicolor
5.7,2.9,4.2,1.3,Iris-versicolor
6.2,2.9,4.3,1.3,Iris-versicolor
5.1,2.5,3,1.1,Iris-versicolor
5.7,2.8,4.1,1.3,Iris-versicolor
6.3,3.3,6,2.5,Iris-virginica
6.4,3.4,6.1,2.6,Iris-virginica
6.5,3.5,6.2,2.7,Iris-virginica
6.6,3.6,6.3,2.8,Iris-virginica
6.7,3.7,6.4,2.9,Iris-virginica
6.8,3.8,6.5,2.1,Iris-virginica
6.9,3.9,6.6,2.11,Iris-virginica
6.1,3.1,6.7,2.12,Iris-virginica
6.11,3.11,6.8,2.13,Iris-virginica
6.12,3.12,6.9,2.14,Iris-virginica
6.13,3.13,6.1,2.15,Iris-virginica
6.14,3.14,6.11,2.16,Iris-virginica
6.15,3.15,6.12,2.17,Iris-virginica
6.16,3.16,6.13,2.18,Iris-virginica
6.17,3.17,6.14,2.19,Iris-virginica
6.18,3.18,6.15,2.2,Iris-virginica
6.19,3.19,6.16,2.21,Iris-virginica
6.2,3.2,6.17,2.22,Iris-virginica
6.21,3.21,6.18,2.23,Iris-virginica
6.22,3.22,6.19,2.24,Iris-virginica
6.23,3.23,6.2,2.25,Iris-virginica
6.24,3.24,6.21,2.26,Iris-virginica
6.25,3.25,6.22,2.27,Iris-virginica
6.26,3.26,6.23,2.28,Iris-virginica
6.27,3.27,6.24,2.29,Iris-virginica
6.28,3.28,6.25,2.3,Iris-virginica
6.29,3.29,6.26,2.31,Iris-virginica
6.3,3.3,6.27,2.32,Iris-virginica
6.31,3.31,6.28,2.33,Iris-virginica
6.32,3.32,6.29,2.34,Iris-virginica
6.33,3.33,6.3,2.35,Iris-virginica
6.34,3.34,6.31,2.36,Iris-virginica
6.35,3.35,6.32,2.37,Iris-virginica
6.36,3.36,6.33,2.38,Iris-virginica
6.37,3.37,6.34,2.39,Iris-virginica
6.38,3.38,6.35,2.4,Iris-virginica
6.39,3.39,6.36,2.41,Iris-virginica
6.4,3.4,6.37,2.42,Iris-virginica
6.41,3.41,6.38,2.43,Iris-virginica
6.42,3.42,6.39,2.44,Iris-virginica
6.43,3.43,6.4,2.45,Iris-virginica
6.44,3.44,6.41,2.46,Iris-virginica
6.45,3.45,6.42,2.47,Iris-virginica
6.46,3.46,6.43,2.48,Iris-virginica
6.47,3.47,6.44,2.49,Iris-virginica
6.48,3.48,6.45,2.5,Iris-virginica
6.49,3.49,6.46,2.51,Iris-virginica
6.5,3.5,6.47,2.52,Iris-virginica
6.51,3.51,6.48,2.53,Iris-virginica
6.52,3.52,6.49,2.54,Iris-virginica
